platform,title,url,episode,first_seen,last_seen,latest_views,latest_likes,latest_comments
facebook,"Get ready for The Fun Box, the exciting new addition to our shopping center! Located where Rite Aid used to be, it's a b",https://www.facebook.com/100076110496091/posts/1018777360669271,2026-06-08_record_straight,t6,t7,812,4,
facebook,"Running a restaurant means the show must go on, even when things are falling apart. Unlike sales, where you can switch m",https://www.facebook.com/100076110496091/posts/1037772532103087,2026-06-08_record_straight,t8,t16,812,6,
facebook,"The World Cup is a massive moneymaker for FIFA, projected to generate $11 billion in profit, with potential to reach $13",https://www.facebook.com/100076110496091/posts/1014606087753065,2026-06-08_record_straight,t4,t7,797,2,
facebook,Building a successful team means more than just hiring. It's about putting the right people in the right seats. Analyze,https://www.facebook.com/100076110496091/posts/1069100705636936,2026-06-08_record_straight,t21,t25,790,1,
facebook,"Reflecting on downtown's potential, the vision was always a vibrant, walkable area, much like Birch Street. While we see",https://www.facebook.com/100076110496091/posts/1037593705454303,2026-06-08_record_straight,t8,t16,787,2,
facebook,"He wanted to join, but his parents were against it and he doubted his own abilities. No family support, but I pushed him",https://www.facebook.com/100076110496091/posts/1048688781011462,2026-06-08_record_straight,t16,t18,768,2,
facebook,"The promises made by politicians often fall short, especially concerning policies like ICE. True progress requires hones",https://www.facebook.com/100076110496091/posts/1004186872128320,2026-06-08_record_straight,t0,t4,761,,
facebook,"Graduating high school, I went to college, but it wasn't the right fit. Juggling studies and work, I realized I needed a",https://www.facebook.com/100076110496091/posts/1053095730570767,2026-06-08_record_straight,t17,t20,761,3,
facebook,"Think graffiti is a permanent eyesore? Think again! If you see it today, it's because we haven't called it in. That graf",https://www.facebook.com/100076110496091/posts/1038365202043820,2026-06-08_record_straight,t9,t16,757,5,
facebook,"A lifelong, moderate Democrat dedicated to serving Downey's residents. The focus is on getting city business done and wo",https://www.facebook.com/100076110496091/posts/1022198273660513,2026-06-08_record_straight,t6,t7,748,16,
facebook,Assembly Bill 1821 raises concerns about public records requests. While cities face costs from 'gadflies' and 'bad actor,https://www.facebook.com/100076110496091/posts/1043364778210529,2026-06-08_record_straight,t13,t16,726,9,
facebook,"Growing up gay in a conservative environment surprisingly shaped his path to understanding. Now, as he campaigns for jud",https://www.facebook.com/100076110496091/posts/1075859108294429,2026-06-08_record_straight,t24,t30,722,1,
facebook,Military life is more than a job; it's a crucible that forges unbreakable bonds. Training and shared challenges create a,https://www.facebook.com/100076110496091/posts/1051342274079446,2026-06-08_record_straight,t17,t19,719,4,
facebook,"After a tough season, the tradition of celebrating UCLA wins with pastrami from The Hat is back on. Turns out, that post",https://www.facebook.com/100076110496091/posts/1070785395468467,2026-06-08_record_straight,t22,t25,702,3,
facebook,"As a prosecutor, life experience is invaluable. Growing up, losing parents, and overcoming obstacles shape the belief in",https://www.facebook.com/100076110496091/posts/1082729060940767,2026-06-08_record_straight,t29,t30,702,2,
facebook,"My opponent comes from privilege, never facing real adversity. My background is different. I've overcome challenges, and",https://www.facebook.com/100076110496091/posts/1081064491107224,2026-06-08_record_straight,t29,t30,702,4,
facebook,"We're seeing exponential growth across our social platforms, with over 100k views combined in just the last two weeks! I",https://www.facebook.com/100076110496091/posts/1036014708945536,2026-06-08_record_straight,t8,t15,699,1,
facebook,"YIMBY Law is sending identical letters, claiming a project addresses parking and traffic concerns despite including gara",https://www.facebook.com/100076110496091/posts/1064160716130935,2026-06-08_record_straight,t18,t25,686,4,
facebook,I was terrified to tell my Hispanic grandparents I was joining the military. I signed the contract before she knew. Afte,https://www.facebook.com/100076110496091/posts/1052206490659691,2026-06-08_record_straight,t17,t19,685,4,
facebook,Two significant legislative wins for HOAs and condo buyers. We successfully opposed a bill to raise liquidated damages f,https://www.facebook.com/100076110496091/posts/1024620870084920,2026-06-08_record_straight,t7,t7,683,4,
facebook,A DA candidate is running for LA's top attorney with zero trial experience. This mirrors past DA appointments with simil,https://www.facebook.com/100076110496091/posts/1078586988021641,2026-06-08_record_straight,t29,t30,681,4,
facebook,The Target Crimes Division handles everything from stalking and child abduction to animal cruelty and arson. They deal w,https://www.facebook.com/100076110496091/posts/1083562520857421,2026-06-08_record_straight,t29,t30,678,1,
facebook,"I'm running for city attorney because my childhood shaped me. Losing parents young, facing poverty, and bullying taught",https://www.facebook.com/100076110496091/posts/1080869097793430,2026-06-08_record_straight,t29,t30,672,4,
facebook,"I'm a true believer in our justice system, though I acknowledge its imperfections and the implicit biases we all carry.",https://www.facebook.com/100076110496091/posts/1040711645142509,2026-06-08_record_straight,t10,t16,661,1,
facebook,"Our city has invested over $30 million in street repaving, and the work is almost complete. Beyond roads, rapid graffiti",https://www.facebook.com/100076110496091/posts/1023159963564344,2026-06-08_record_straight,t6,t7,609,5,
facebook,Exciting times in our local food venture! We're aiming to highlight Downey's privately owned restaurants. What amazing l,https://www.facebook.com/100076110496091/posts/1018967460650261,2026-06-08_record_straight,t6,t7,604,10,
facebook,"Carrie Uva shares her commitment to public safety, quality of life, maintaining a balanced budget, and supporting small",https://www.facebook.com/100076110496091/posts/1024811506732523,2026-06-08_record_straight,t7,t7,604,3,
facebook,"Amidst all the noise about what divides us, we often forget the unifying power of sports. The World Cup offers a perfect",https://www.facebook.com/100076110496091/posts/1035383632341977,2026-06-08_record_straight,t8,t14,602,1,
facebook,"Pageantry offers a unique journey of self-discovery. It's not just about competing against others, but within yourself.",https://www.facebook.com/100076110496091/posts/1029211102959230,2026-06-08_record_straight,t8,t9,601,2,
facebook,"FIFA is a huge money-maker, and while local communities might not see all the profits, we in Downey are ready to have a",https://www.facebook.com/100076110496091/posts/1015458804334460,2026-06-08_record_straight,t4,t7,562,9,
facebook,Confused about recent housing density laws like SB 9 and AB 1893? The planning commission is grappling with these state,https://www.facebook.com/100076110496091/posts/1063936592820014,2026-06-08_record_straight,t18,t25,552,1,
facebook,"Get ready, Downey! Mama Lu's, a beloved Asian restaurant, is opening soon. Revered by the Asian community for special oc",https://www.facebook.com/100076110496091/posts/1018149934065347,2026-06-08_record_straight,t6,t7,548,3,
facebook,Exciting times in our local food venture! We're aiming to highlight Downey's privately owned restaurants. What amazing l,https://www.facebook.com/100076110496091/posts/1018967420650265,2026-06-08_record_straight,t6,t7,543,3,
facebook,"Enlisting in the Army changed my life. I walked in just wanting college paid for, and 13 years later, I have my bachelor",https://www.facebook.com/100076110496091/posts/1045576627989344,2026-06-08_record_straight,t14,t16,524,9,
facebook,"A council member was fined $13,000 for not reporting campaign contributions. It's essential to report accurately and pay",https://www.facebook.com/100076110496091/posts/1011541961392811,2026-06-08_record_straight,t2,t6,516,7,
facebook,"Despite our challenges and historical wrongs, America offers unparalleled opportunities. Let's remember the unique spiri",https://www.facebook.com/100076110496091/posts/1031926589354348,2026-06-08_record_straight,t8,t13,512,2,
facebook,"This Vietnamese coffee from Tea Leaf Co is the perfect mid-day pick-me-up. It's not too sweet, not too bitter, and exact",https://www.facebook.com/100076110496091/posts/1084229104124096,2026-06-08_record_straight,t29,t30,512,1,
facebook,"David Dejut for Super Court Judge Seat 87:  My commitment is to uphold the law with integrity, free from special interes",https://www.facebook.com/100076110496091/posts/1076065151607158,2026-06-08_record_straight,t24,t30,507,1,
facebook,Pageant weekend is more than just an event; it's a transformative experience filled with lasting friendships and cherish,https://www.facebook.com/100076110496091/posts/1029894962890844,2026-06-08_record_straight,t8,t9,506,,
facebook,"The Rams made a bold move trading for Matthew Stafford, who later won MVP and a Super Bowl. Now, they've doubled down, a",https://www.facebook.com/100076110496091/posts/1066705415876465,2026-06-08_record_straight,t20,t25,500,6,
facebook,"A vigilant neighborhood watch group alerted police to speeding issues on their street. Within days, this led to a traffi",https://www.facebook.com/100076110496091/posts/1023808510166156,2026-06-08_record_straight,t7,t7,484,14,
facebook,"In 2008, voters approved $9 billion for a LA to San Francisco high-speed rail project. The initial estimate for bonds af",https://www.facebook.com/100076110496091/posts/1076691981544475,2026-06-08_record_straight,t29,t30,484,2,
facebook,"Experience matters. As a judge pro tem, community chair, and with extensive trial experience, I'm ready to serve with ho",https://www.facebook.com/100076110496091/posts/1043211234892550,2026-06-08_record_straight,t13,t16,478,,
facebook,A major misconception about public defenders is that they don't care. Many believe we have too many cases to provide ind,https://www.facebook.com/100076110496091/posts/1040111951869145,2026-06-08_record_straight,t10,t16,467,1,
facebook,"The USOA pageantry mission is to empower, inspire, and uplift. Competing in at least one pageant can dramatically improv",https://www.facebook.com/100076110496091/posts/1029006066313067,2026-06-08_record_straight,t8,t9,451,2,
facebook,Spreading knowledge about who we are in the military and what we really do. It's more than just shooting guns; learn the,https://www.facebook.com/100076110496091/posts/1046493241231016,2026-06-08_record_straight,t14,t17,442,1,
facebook,California's proposed 5% wealth tax on billionaires faces a critical question: is it worth the cost? Despite initial rev,https://www.facebook.com/100076110496091/posts/1048076017739405,2026-06-08_record_straight,t15,t18,434,7,
facebook,The justice system relies on your participation. Answering your juror summons ensures everyone has due process and digni,https://www.facebook.com/100076110496091/posts/1041540555059618,2026-06-08_record_straight,t10,t16,433,3,
facebook,Academic theories clash with the harsh reality of predatory pricing. This video unpacks how rent gouging impacts real pe,https://www.facebook.com/100076110496091/posts/1071845648695775,2026-06-08_record_straight,t22,t30,421,4,
facebook,"Ladies, if you're second-guessing yourself, silence that doubt. Your time is now. Take the leap of faith and you'll neve",https://www.facebook.com/100076110496091/posts/1030084522871888,2026-06-08_record_straight,t8,t12,407,3,
facebook,Two very different post-case moments reveal the unpredictable nature of legal battles. One client’s control prevented a,https://www.facebook.com/100076110496091/posts/1075015071712166,2026-06-08_record_straight,t24,t30,395,1,
facebook,The Democratic Socialists of America (DSA) supports candidates nationwide and holds specific views like defunding the po,https://www.facebook.com/100076110496091/posts/1078529251360748,2026-06-08_record_straight,t29,t30,395,3,
facebook,"When moving the Rams to LA, Stan Kroenke urged, 'Go big.' He also took a massive gamble on hiring 30-year-old Sean McVay",https://www.facebook.com/100076110496091/posts/1066508905896116,2026-06-08_record_straight,t20,t25,392,3,
facebook,"Ever wondered what a 92 Alpha Logistics Specialist does? For me, it's 6-month retraining and that's it. I love my job an",https://www.facebook.com/100076110496091/posts/1054838677063139,2026-06-08_record_straight,t17,t21,389,2,
facebook,"I always dreamed of being a rock star, but found my calling as a trial attorney. The public defender's office was the fi",https://www.facebook.com/100076110496091/posts/1042562648290742,2026-06-08_record_straight,t10,t16,375,3,
facebook,"In a surprising move, a Republican willing to appoint a Democrat? Yes, it happened. This isn't about politics, it's abou",https://www.facebook.com/100076110496091/posts/1023975640149443,2026-06-08_record_straight,t7,t7,373,7,
facebook,"1968 was a pivotal year. You were either a hippie or not, for or against the government, for or against revolution, for",https://www.facebook.com/100076110496091/posts/1031865002693840,2026-06-08_record_straight,t8,t13,373,1,
facebook,"With 14 ballot propositions, it's easy to feel overwhelmed. But understanding who's behind them and who opposes them rev",https://www.facebook.com/100076110496091/posts/1048879140992426,2026-06-08_record_straight,t16,t18,371,1,
facebook,"This bill, AB 1821, could significantly reduce transparency by limiting public access to information. While it might mak",https://www.facebook.com/100076110496091/posts/1045505197996487,2026-06-08_record_straight,t14,t16,367,1,
facebook,California missed its chance to secure billions in federal funding for a crucial rail project. Both the Jerry Brown and,https://www.facebook.com/100076110496091/posts/1077506848129655,2026-06-08_record_straight,t29,t30,361,1,
facebook,"The legal profession isn't just about constant conflict. Real advocacy means fostering respect and achieving goals, chal",https://www.facebook.com/100076110496091/posts/1075230318357308,2026-06-08_record_straight,t24,t30,358,2,
facebook,"Having three boys under six is a handful, but a strong village makes it possible. Thankfully, I've always had incredible",https://www.facebook.com/100076110496091/posts/1053972747149732,2026-06-08_record_straight,t17,t20,351,1,
facebook,"Meet Hector De La Torre, a dedicated local businessman and community leader. Having served on the Air Quality Board and",https://www.facebook.com/100076110496091/posts/1003402495540091,2026-06-08_record_straight,t0,t4,350,,
facebook,"When I spoke out against the DA during his election, he retaliated. After he won, I was moved from handling high-profile",https://www.facebook.com/100076110496091/posts/1081716034375403,2026-06-08_record_straight,t29,t30,350,4,
facebook,"The judge states that guilt is immaterial; everyone deserves a vigorous defense, especially against the government's vas",https://www.facebook.com/100076110496091/posts/1039928985220775,2026-06-08_record_straight,t10,t16,340,1,
facebook,"Exploring Downtown Downey led me to Tapoke Poke, a gem located at Gateway next to Starfish Sushi. It's a delightful asse",https://www.facebook.com/100076110496091/posts/1058038976743109,2026-06-08_record_straight,t17,t21,340,3,
facebook,"As a defense attorney, I navigate the courtroom by connecting with everyone: defendants, families, victims, witnesses, l",https://www.facebook.com/100076110496091/posts/1042367408310266,2026-06-08_record_straight,t10,t16,317,,
facebook,"Did you know the Declaration of Independence is only 1,337 words? Our founding fathers risked everything to sign it. Rea",https://www.facebook.com/100076110496091/posts/1031647209382286,2026-06-08_record_straight,t8,t13,316,5,
facebook,"A judge's true aim is to be seen as fair, even by those who don't get their desired outcome. It's about applying the law",https://www.facebook.com/100076110496091/posts/1072702725276734,2026-06-08_record_straight,t23,t30,315,1,
facebook,House fires leave behind more than just ashes. Victims face crippling financial losses and the threat of insurance scams,https://www.facebook.com/100076110496091/posts/1071790132034660,2026-06-08_record_straight,t22,t30,306,1,
facebook,"Sometimes, despite objections, it's important to give someone a chance. Through programs for drugs and mental health, th",https://www.facebook.com/100076110496091/posts/1004124238801250,2026-06-08_record_straight,t0,t4,296,,
facebook,Ask your assembly and state senate candidates about high-speed rail. How will they stop taxpayer dollars from sinking wi,https://www.facebook.com/100076110496091/posts/1077712034775803,2026-06-08_record_straight,t29,t30,292,3,
facebook,"Reflecting on success through the lens of influential figures like John Wooden, Mother Teresa, and Abraham Lincoln. A po",https://www.facebook.com/100076110496091/posts/1071008758779464,2026-06-08_record_straight,t22,t29,258,,
facebook,"Growing up, many friends faced legal troubles. Witnessing their struggles and hearing their claims of mistreatment spark",https://www.facebook.com/100076110496091/posts/1083373120876361,2026-06-08_record_straight,t29,t30,232,3,
facebook,"I'm usually not a matcha person, but this popular drink changed my mind. It tastes amazing and I feel like it's going to",https://www.facebook.com/100076110496091/posts/1084438017436538,2026-06-08_record_straight,t30,t30,228,1,
facebook,"The current approach to this project isn't serving residents, citizens, or homeowners. We can and must do better. Let's",https://www.facebook.com/100076110496091/posts/1065028832710790,2026-06-08_record_straight,t19,t25,226,1,
facebook,"Discover how empathy and authentic human connection transform conversations, especially when offering guidance. It's the",https://www.facebook.com/100076110496091/posts/1072475125299494,2026-06-08_record_straight,t23,t30,225,1,
facebook,"Being rated 'well qualified' for a judgeship is a significant achievement. It's not just prosecutors; defense attorneys,",https://www.facebook.com/100076110496091/posts/1003380628875611,2026-06-08_record_straight,t3,t3,209,,
facebook,Using legal expertise to help fire victims navigate traumatic experiences and financial devastation. Seeking justice and,https://www.facebook.com/100076110496091/posts/1071633438716996,2026-06-08_record_straight,t22,t30,185,2,
facebook,"Despite political divides, our nation's challenges pale in comparison to what past generations faced. We can make things",https://www.facebook.com/100076110496091/posts/1032543385959335,2026-06-08_record_straight,t8,t13,154,3,
facebook,Measure ER is on the ballot and it's designed to increase your taxes. Politicians present these measures with appealing,https://www.facebook.com/100076110496091/posts/1003397588873915,2026-06-08_record_straight,t3,t4,151,,
facebook,Serving our community starts with understanding. It's about forging real connections in Washington to ensure your voice,https://www.facebook.com/100076110496091/posts/1003390182207989,2026-06-08_record_straight,t3,t4,120,,
facebook,"Election season is here, and making informed decisions matters.  In this special Talking Downey episode, Mayor Mario Gue",https://www.facebook.com/100076110496091/posts/1002433145637026,2026-06-08_record_straight,t3,t3,117,,
facebook,"Reflecting on achievements in Pico Rivera and looking ahead to Congress. My commitment is to the people I serve, not pol",https://www.facebook.com/100076110496091/posts/1003405505539790,2026-06-08_record_straight,t0,t4,111,,
facebook,True leadership isn't about taking all the credit. It's about hiring talent that surpasses you and empowering them. The,https://www.facebook.com/100076110496091/posts/1069315098948830,2026-06-08_record_straight,t21,t25,108,4,
facebook,"Lived as a renter for 24 years, understanding the frustration of not being able to buy. I've experienced both good and b",https://www.facebook.com/100076110496091/posts/1082540877626252,2026-06-08_record_straight,t29,t30,99,,
facebook,"To high school students, especially African-American and Hispanic youth: know that while athletics are great, having a b",https://www.facebook.com/100076110496091/posts/1081912601022413,2026-06-08_record_straight,t29,t30,83,,
